csize,distance_between_users,user1,user2
771,0.82063474413190973,"pride and prejudice, by jane austen_chapter_26","emma, by jane austen_chapter_1"
738,0.7558246814510784,"pride and prejudice, by jane austen_chapter_33","emma, by jane austen_chapter_1"
779,0.81241074923810963,"pride and prejudice, by jane austen_chapter_42","emma, by jane austen_chapter_1"
821,0.836211215386641,"emma, by jane austen_chapter_26","emma, by jane austen_chapter_1"
749,0.75254980119790837,"emma, by jane austen_chapter_14","emma, by jane austen_chapter_1"
786,0.83072114741182934,"sense and sensibility, by jane austen_chapter_9","emma, by jane austen_chapter_1"
805,0.85696178709768533,"pride and prejudice, by jane austen_chapter_34","emma, by jane austen_chapter_1"
784,0.82866576261544289,"sense and sensibility, by jane austen_chapter_19","emma, by jane austen_chapter_1"
776,0.8127771053109254,"sense and sensibility, by jane austen_chapter_40","emma, by jane austen_chapter_1"
781,0.78951904221630986,"emma, by jane austen_chapter_8","emma, by jane austen_chapter_1"
780,0.79584696755062767,"emma, by jane austen_chapter_31","emma, by jane austen_chapter_1"
751,0.78933610945517763,"sense and sensibility, by jane austen_chapter_13","emma, by jane austen_chapter_1"
777,0.80294419910392878,"emma, by jane austen_chapter_39","emma, by jane austen_chapter_1"
761,0.79733314203646355,"pride and prejudice, by jane austen_chapter_21","emma, by jane austen_chapter_1"
764,0.792833594378535,"pride and prejudice, by jane austen_chapter_59","emma, by jane austen_chapter_1"
724,0.77472710192881478,"pride and prejudice, by jane austen_chapter_31","emma, by jane austen_chapter_1"
795,0.81965585901935512,"emma, by jane austen_chapter_52","emma, by jane austen_chapter_1"
809,0.84154003704370173,"sense and sensibility, by jane austen_chapter_50","emma, by jane austen_chapter_1"
769,0.77323704608926491,"emma, by jane austen_chapter_13","emma, by jane austen_chapter_1"
792,0.82427430648094369,"pride and prejudice, by jane austen_chapter_8","emma, by jane austen_chapter_1"
780,0.790718846735486,"emma, by jane austen_chapter_27","emma, by jane austen_chapter_1"
764,0.81005133966304033,"sense and sensibility, by jane austen_chapter_16","emma, by jane austen_chapter_1"
769,0.790264699224176,"pride and prejudice, by jane austen_chapter_55","emma, by jane austen_chapter_1"
770,0.78525232984990256,"emma, by jane austen_chapter_45","emma, by jane austen_chapter_1"
755,0.81721658062696623,"pride and prejudice, by jane austen_chapter_28","emma, by jane austen_chapter_1"
777,0.819606972505339,"sense and sensibility, by jane austen_chapter_39","emma, by jane austen_chapter_1"
760,0.79443703942230581,"pride and prejudice, by jane austen_chapter_22","emma, by jane austen_chapter_1"
774,0.83177496683213814,"sense and sensibility, by jane austen_chapter_24","emma, by jane austen_chapter_1"
771,0.81675869693187308,"sense and sensibility, by jane austen_chapter_22","emma, by jane austen_chapter_1"
744,0.733512609559417,"emma, by jane austen_chapter_2","emma, by jane austen_chapter_1"
798,0.80534762012594174,"emma, by jane austen_chapter_32","emma, by jane austen_chapter_1"
718,0.73815315825092453,"pride and prejudice, by jane austen_chapter_5","emma, by jane austen_chapter_1"
734,0.76963453180773911,"pride and prejudice, by jane austen_chapter_20","emma, by jane austen_chapter_1"
738,0.76535906570047008,"pride and prejudice, by jane austen_chapter_37","emma, by jane austen_chapter_1"
709,0.72766107098029442,"pride and prejudice, by jane austen_chapter_1","emma, by jane austen_chapter_1"
742,0.782890842100655,"sense and sensibility, by jane austen_chapter_14","emma, by jane austen_chapter_1"
793,0.79794519452786539,"emma, by jane austen_chapter_10","emma, by jane austen_chapter_1"
815,0.830302816387692,"emma, by jane austen_chapter_9","emma, by jane austen_chapter_1"
838,0.86111981782225056,"sense and sensibility, by jane austen_chapter_44","emma, by jane austen_chapter_1"
789,0.82863223859118973,"pride and prejudice, by jane austen_chapter_48","emma, by jane austen_chapter_1"
751,0.78542015493798811,"sense and sensibility, by jane austen_chapter_11","emma, by jane austen_chapter_1"
727,0.74396172151293538,"emma, by jane austen_chapter_37","emma, by jane austen_chapter_1"
777,0.80546625924670556,"emma, by jane austen_chapter_22","emma, by jane austen_chapter_1"
800,0.81474716913980716,"emma, by jane austen_chapter_3","emma, by jane austen_chapter_1"
761,0.77623765200073469,"emma, by jane austen_chapter_30","emma, by jane austen_chapter_1"
815,0.85485853810007773,"sense and sensibility, by jane austen_chapter_29","emma, by jane austen_chapter_1"
761,0.7934431465066546,"pride and prejudice, by jane austen_chapter_7","emma, by jane austen_chapter_1"
772,0.7911903369086295,"emma, by jane austen_chapter_16","emma, by jane austen_chapter_1"
800,0.86111506782725566,"pride and prejudice, by jane austen_chapter_36","emma, by jane austen_chapter_1"
716,0.74848172025152482,"pride and prejudice, by jane austen_chapter_38","emma, by jane austen_chapter_1"
777,0.80133554868592027,"emma, by jane austen_chapter_46","emma, by jane austen_chapter_1"
746,0.74895692886097709,"emma, by jane austen_chapter_5","emma, by jane austen_chapter_1"
807,0.852334422929566,"sense and sensibility, by jane austen_chapter_10","emma, by jane austen_chapter_1"
768,0.7899168172381007,"emma, by jane austen_chapter_21","emma, by jane austen_chapter_1"
723,0.76186146966005253,"pride and prejudice, by jane austen_chapter_17","emma, by jane austen_chapter_1"
810,0.84801951159185818,"sense and sensibility, by jane austen_chapter_42","emma, by jane austen_chapter_1"
786,0.8036580262530334,"emma, by jane austen_chapter_41","emma, by jane austen_chapter_1"
784,0.804434405666253,"emma, by jane austen_chapter_24","emma, by jane austen_chapter_1"
721,0.74897317600259239,"sense and sensibility, by jane austen_chapter_5","emma, by jane austen_chapter_1"
749,0.77685938220252093,"pride and prejudice, by jane austen_chapter_57","emma, by jane austen_chapter_1"
758,0.79122354677644424,"pride and prejudice, by jane austen_chapter_24","emma, by jane austen_chapter_1"
815,0.85736088101610741,"sense and sensibility, by jane austen_chapter_43","emma, by jane austen_chapter_1"
746,0.7895025643345962,"sense and sensibility, by jane austen_chapter_6","emma, by jane austen_chapter_1"
789,0.80945656660033549,"emma, by jane austen_chapter_33","emma, by jane austen_chapter_1"
802,0.82391772421589315,"sense and sensibility, by jane austen_chapter_21","emma, by jane austen_chapter_1"
709,0.7447140456482102,"pride and prejudice, by jane austen_chapter_12","emma, by jane austen_chapter_1"
830,0.8525772457111479,"sense and sensibility, by jane austen_chapter_31","emma, by jane austen_chapter_1"
799,0.82066376390240448,"pride and prejudice, by jane austen_chapter_52","emma, by jane austen_chapter_1"
809,0.8400874314778668,"sense and sensibility, by jane austen_chapter_49","emma, by jane austen_chapter_1"
799,0.82933694934567437,"emma, by jane austen_chapter_47","emma, by jane austen_chapter_1"
760,0.73766963720363954,"emma, by jane austen_chapter_11","emma, by jane austen_chapter_1"
820,0.86676573438381788,"pride and prejudice, by jane austen_chapter_35","emma, by jane austen_chapter_1"
722,0.75602627076643325,"pride and prejudice, by jane austen_chapter_54","emma, by jane austen_chapter_1"
736,0.78655777785948378,"sense and sensibility, by jane austen_chapter_48","emma, by jane austen_chapter_1"
754,0.778154187190685,"emma, by jane austen_chapter_7","emma, by jane austen_chapter_1"
783,0.788925563331465,"emma, by jane austen_chapter_36","emma, by jane austen_chapter_1"
830,0.874205093880841,"pride and prejudice, by jane austen_chapter_18","emma, by jane austen_chapter_1"
741,0.79749810783792852,"pride and prejudice, by jane austen_chapter_27","emma, by jane austen_chapter_1"
807,0.84365237629537693,"sense and sensibility, by jane austen_chapter_23","emma, by jane austen_chapter_1"
764,0.802283275739396,"sense and sensibility, by jane austen_chapter_17","emma, by jane austen_chapter_1"
760,0.769263511616955,"emma, by jane austen_chapter_44","emma, by jane austen_chapter_1"
775,0.8046897399290146,"pride and prejudice, by jane austen_chapter_53","emma, by jane austen_chapter_1"
748,0.77525265132777488,"sense and sensibility, by jane austen_chapter_3","emma, by jane austen_chapter_1"
803,0.8414740941505422,"pride and prejudice, by jane austen_chapter_43","emma, by jane austen_chapter_1"
773,0.808310057974114,"pride and prejudice, by jane austen_chapter_13","emma, by jane austen_chapter_1"
736,0.76222953797310655,"sense and sensibility, by jane austen_chapter_8","emma, by jane austen_chapter_1"
756,0.79083671374883346,"pride and prejudice, by jane austen_chapter_11","emma, by jane austen_chapter_1"
778,0.82360254504012576,"pride and prejudice, by jane austen_chapter_58","emma, by jane austen_chapter_1"
752,0.78699019297220962,"pride and prejudice, by jane austen_chapter_23","emma, by jane austen_chapter_1"
754,0.78085790474826233,"pride and prejudice, by jane austen_chapter_51","emma, by jane austen_chapter_1"
751,0.78260829201983861,"sense and sensibility, by jane austen_chapter_20","emma, by jane austen_chapter_1"
798,0.82299836466167187,"pride and prejudice, by jane austen_chapter_6","emma, by jane austen_chapter_1"
800,0.84836209372244786,"sense and sensibility, by jane austen_chapter_36","emma, by jane austen_chapter_1"
774,0.79031602403411838,"emma, by jane austen_chapter_18","emma, by jane austen_chapter_1"
771,0.77780629117950073,"emma, by jane austen_chapter_4","emma, by jane austen_chapter_1"
765,0.81962098065591549,"sense and sensibility, by jane austen_chapter_18","emma, by jane austen_chapter_1"
780,0.81375574749631119,"sense and sensibility, by jane austen_chapter_41","emma, by jane austen_chapter_1"
730,0.72451608070578988,"sense and sensibility, by jane austen_chapter_2","emma, by jane austen_chapter_1"
787,0.822878911974219,"emma, by jane austen_chapter_54","emma, by jane austen_chapter_1"
808,0.84360533938717,"sense and sensibility, by jane austen_chapter_37","emma, by jane austen_chapter_1"
500,0,"emma, by jane austen_chapter_1","emma, by jane austen_chapter_1"
770,0.78683455400830271,"sense and sensibility, by jane austen_chapter_1","emma, by jane austen_chapter_1"
713,0.73485554245383455,"pride and prejudice, by jane austen_chapter_4","emma, by jane austen_chapter_1"
745,0.77707325624751988,"emma, by jane austen_chapter_55","emma, by jane austen_chapter_1"
789,0.82723636568192493,"sense and sensibility, by jane austen_chapter_32","emma, by jane austen_chapter_1"
772,0.80672278127363528,"pride and prejudice, by jane austen_chapter_29","emma, by jane austen_chapter_1"
830,0.875613899231624,"sense and sensibility, by jane austen_chapter_46","emma, by jane austen_chapter_1"
705,0.71630191381483665,"pride and prejudice, by jane austen_chapter_2","emma, by jane austen_chapter_1"
760,0.79446251465831119,"sense and sensibility, by jane austen_chapter_25","emma, by jane austen_chapter_1"
801,0.83608919064868636,"pride and prejudice, by jane austen_chapter_46","emma, by jane austen_chapter_1"
732,0.76472723522293917,"pride and prejudice, by jane austen_chapter_32","emma, by jane austen_chapter_1"
773,0.81871601282426054,"pride and prejudice, by jane austen_chapter_19","emma, by jane austen_chapter_1"
754,0.75013232850284628,"emma, by jane austen_chapter_53","emma, by jane austen_chapter_1"
766,0.78026930869930411,"emma, by jane austen_chapter_19","emma, by jane austen_chapter_1"
760,0.818144206217345,"sense and sensibility, by jane austen_chapter_4","emma, by jane austen_chapter_1"
815,0.85496286626444606,"pride and prejudice, by jane austen_chapter_41","emma, by jane austen_chapter_1"
783,0.81957097051915662,"pride and prejudice, by jane austen_chapter_44","emma, by jane austen_chapter_1"
776,0.793439482732388,"emma, by jane austen_chapter_35","emma, by jane austen_chapter_1"
774,0.7812833270537527,"emma, by jane austen_chapter_12","emma, by jane austen_chapter_1"
783,0.80280443940911994,"emma, by jane austen_chapter_23","emma, by jane austen_chapter_1"
807,0.84097453497259422,"pride and prejudice, by jane austen_chapter_47","emma, by jane austen_chapter_1"
736,0.77275277132110642,"pride and prejudice, by jane austen_chapter_25","emma, by jane austen_chapter_1"
757,0.74724389588572859,"emma, by jane austen_chapter_25","emma, by jane austen_chapter_1"
786,0.80236615027039582,"emma, by jane austen_chapter_51","emma, by jane austen_chapter_1"
732,0.76356804267487943,"sense and sensibility, by jane austen_chapter_7","emma, by jane austen_chapter_1"
758,0.79527815033076077,"sense and sensibility, by jane austen_chapter_12","emma, by jane austen_chapter_1"
802,0.83145195795276261,"pride and prejudice, by jane austen_chapter_50","emma, by jane austen_chapter_1"
750,0.80116694976307468,"pride and prejudice, by jane austen_chapter_60","emma, by jane austen_chapter_1"
740,0.763157538686446,"emma, by jane austen_chapter_28","emma, by jane austen_chapter_1"
741,0.7744854618450937,"pride and prejudice, by jane austen_chapter_61","emma, by jane austen_chapter_1"
792,0.82029750427031778,"pride and prejudice, by jane austen_chapter_16","emma, by jane austen_chapter_1"
778,0.82095909911115261,"sense and sensibility, by jane austen_chapter_34","emma, by jane austen_chapter_1"
804,0.83665540712160269,"emma, by jane austen_chapter_49","emma, by jane austen_chapter_1"
791,0.80354881739703021,"emma, by jane austen_chapter_15","emma, by jane austen_chapter_1"
751,0.77626389103439974,"pride and prejudice, by jane austen_chapter_39","emma, by jane austen_chapter_1"
796,0.82246919797042251,"sense and sensibility, by jane austen_chapter_33","emma, by jane austen_chapter_1"
772,0.80150675938369087,"sense and sensibility, by jane austen_chapter_45","emma, by jane austen_chapter_1"
779,0.819885193052145,"sense and sensibility, by jane austen_chapter_27","emma, by jane austen_chapter_1"
745,0.7823136747448749,"pride and prejudice, by jane austen_chapter_40","emma, by jane austen_chapter_1"
755,0.81043091359254382,"pride and prejudice, by jane austen_chapter_45","emma, by jane austen_chapter_1"
784,0.8133798452654375,"sense and sensibility, by jane austen_chapter_38","emma, by jane austen_chapter_1"
745,0.78394849894839114,"pride and prejudice, by jane austen_chapter_14","emma, by jane austen_chapter_1"
783,0.79132505848842283,"emma, by jane austen_chapter_48","emma, by jane austen_chapter_1"
791,0.83285576563457653,"sense and sensibility, by jane austen_chapter_47","emma, by jane austen_chapter_1"
791,0.8315110868757507,"sense and sensibility, by jane austen_chapter_26","emma, by jane austen_chapter_1"
744,0.78329915242192916,"sense and sensibility, by jane austen_chapter_35","emma, by jane austen_chapter_1"
836,0.85605032689351979,"emma, by jane austen_chapter_42","emma, by jane austen_chapter_1"
723,0.768828052820938,"pride and prejudice, by jane austen_chapter_30","emma, by jane austen_chapter_1"
752,0.79644557380664,"sense and sensibility, by jane austen_chapter_28","emma, by jane austen_chapter_1"
808,0.83384805489502345,"emma, by jane austen_chapter_20","emma, by jane austen_chapter_1"
829,0.85483937924934073,"emma, by jane austen_chapter_50","emma, by jane austen_chapter_1"
794,0.83344402240380844,"pride and prejudice, by jane austen_chapter_56","emma, by jane austen_chapter_1"
748,0.76723049267552512,"emma, by jane austen_chapter_40","emma, by jane austen_chapter_1"
798,0.81531301192909666,"emma, by jane austen_chapter_38","emma, by jane austen_chapter_1"
799,0.81689490401684361,"sense and sensibility, by jane austen_chapter_30","emma, by jane austen_chapter_1"
767,0.81200986603107161,"pride and prejudice, by jane austen_chapter_15","emma, by jane austen_chapter_1"
737,0.779903888932711,"pride and prejudice, by jane austen_chapter_3","emma, by jane austen_chapter_1"
733,0.7609344585215112,"pride and prejudice, by jane austen_chapter_9","emma, by jane austen_chapter_1"
761,0.76174583641777338,"emma, by jane austen_chapter_29","emma, by jane austen_chapter_1"
805,0.83705776978461344,"pride and prejudice, by jane austen_chapter_10","emma, by jane austen_chapter_1"
786,0.82289906491037845,"sense and sensibility, by jane austen_chapter_15","emma, by jane austen_chapter_1"
750,0.77436544559532516,"pride and prejudice, by jane austen_chapter_49","emma, by jane austen_chapter_1"
787,0.79113823819430962,"emma, by jane austen_chapter_43","emma, by jane austen_chapter_1"
779,0.78145346016720363,"emma, by jane austen_chapter_6","emma, by jane austen_chapter_1"
796,0.81108334606625465,"emma, by jane austen_chapter_34","emma, by jane austen_chapter_1"
731,0.74533307094341139,"emma, by jane austen_chapter_17","emma, by jane austen_chapter_1"
814,0.83879387293575869,"emma, by jane austen_chapter_50","emma, by jane austen_chapter_2"
753,0.77668701619570146,"pride and prejudice, by jane austen_chapter_58","emma, by jane austen_chapter_2"
692,0.7253682896559368,"pride and prejudice, by jane austen_chapter_17","emma, by jane austen_chapter_2"
726,0.75062674773862015,"pride and prejudice, by jane austen_chapter_57","emma, by jane austen_chapter_2"
769,0.80731665293648947,"sense and sensibility, by jane austen_chapter_36","emma, by jane austen_chapter_2"
695,0.69518886883027031,"sense and sensibility, by jane austen_chapter_8","emma, by jane austen_chapter_2"
712,0.7458722916570385,"sense and sensibility, by jane austen_chapter_28","emma, by jane austen_chapter_2"
764,0.79170702795543058,"pride and prejudice, by jane austen_chapter_6","emma, by jane austen_chapter_2"
765,0.79069042166045178,"sense and sensibility, by jane austen_chapter_47","emma, by jane austen_chapter_2"
725,0.77362899329098567,"emma, by jane austen_chapter_28","emma, by jane austen_chapter_2"
723,0.77167409232000939,"sense and sensibility, by jane austen_chapter_13","emma, by jane austen_chapter_2"
730,0.73543398253334857,"emma, by jane austen_chapter_30","emma, by jane austen_chapter_2"
827,0.86305114550666273,"sense and sensibility, by jane austen_chapter_44","emma, by jane austen_chapter_2"
739,0.77788938944308861,"sense and sensibility, by jane austen_chapter_24","emma, by jane austen_chapter_2"
726,0.76571242095741021,"pride and prejudice, by jane austen_chapter_51","emma, by jane austen_chapter_2"
800,0.83358367043354409,"pride and prejudice, by jane austen_chapter_35","emma, by jane austen_chapter_2"
773,0.79159623914363764,"emma, by jane austen_chapter_6","emma, by jane austen_chapter_2"
741,0.76501447336312012,"pride and prejudice, by jane austen_chapter_55","emma, by jane austen_chapter_2"
672,0.68920552345963559,"pride and prejudice, by jane austen_chapter_5","emma, by jane austen_chapter_2"
827,0.85099752107975379,"emma, by jane austen_chapter_42","emma, by jane austen_chapter_2"
762,0.79904933233911457,"pride and prejudice, by jane austen_chapter_44","emma, by jane austen_chapter_2"
705,0.74615978399702365,"sense and sensibility, by jane austen_chapter_48","emma, by jane austen_chapter_2"
743,0.75881107180225815,"emma, by jane austen_chapter_44","emma, by jane austen_chapter_2"
728,0.77457755550980811,"sense and sensibility, by jane austen_chapter_35","emma, by jane austen_chapter_2"
733,0.73931633900150062,"emma, by jane austen_chapter_16","emma, by jane austen_chapter_2"
744,0.75919267737189844,"emma, by jane austen_chapter_19","emma, by jane austen_chapter_2"
786,0.81011117040617187,"emma, by jane austen_chapter_8","emma, by jane austen_chapter_2"
747,0.76687308546344268,"sense and sensibility, by jane austen_chapter_45","emma, by jane austen_chapter_2"
757,0.77121382135437122,"emma, by jane austen_chapter_29","emma, by jane austen_chapter_2"
798,0.81809289669159024,"emma, by jane austen_chapter_9","emma, by jane austen_chapter_2"
739,0.77670187653190625,"pride and prejudice, by jane austen_chapter_19","emma, by jane austen_chapter_2"
768,0.79794905822223894,"emma, by jane austen_chapter_33","emma, by jane austen_chapter_2"
703,0.71263323162722292,"pride and prejudice, by jane austen_chapter_37","emma, by jane austen_chapter_2"
773,0.80303576046635428,"emma, by jane austen_chapter_23","emma, by jane austen_chapter_2"
749,0.77418610285890144,"pride and prejudice, by jane austen_chapter_59","emma, by jane austen_chapter_2"
775,0.80641803856970484,"pride and prejudice, by jane austen_chapter_10","emma, by jane austen_chapter_2"
766,0.76594889026235846,"emma, by jane austen_chapter_48","emma, by jane austen_chapter_2"
785,0.80623037677990894,"sense and sensibility, by jane austen_chapter_21","emma, by jane austen_chapter_2"
763,0.77689607607026145,"emma, by jane austen_chapter_24","emma, by jane austen_chapter_2"
696,0.72554093291639088,"pride and prejudice, by jane austen_chapter_54","emma, by jane austen_chapter_2"
773,0.78771144880763566,"emma, by jane austen_chapter_3","emma, by jane austen_chapter_2"
776,0.801309107515407,"emma, by jane austen_chapter_15","emma, by jane austen_chapter_2"
697,0.72290050006771889,"pride and prejudice, by jane austen_chapter_25","emma, by jane austen_chapter_2"
761,0.79868050946176128,"emma, by jane austen_chapter_21","emma, by jane austen_chapter_2"
757,0.78209172098444235,"sense and sensibility, by jane austen_chapter_9","emma, by jane austen_chapter_2"
712,0.74840049797831976,"pride and prejudice, by jane austen_chapter_9","emma, by jane austen_chapter_2"
700,0.72293405567221747,"sense and sensibility, by jane austen_chapter_14","emma, by jane austen_chapter_2"
761,0.79867638402041274,"sense and sensibility, by jane austen_chapter_38","emma, by jane austen_chapter_2"
783,0.805735615423655,"sense and sensibility, by jane austen_chapter_50","emma, by jane austen_chapter_2"
743,0.73458134472513015,"emma, by jane austen_chapter_18","emma, by jane austen_chapter_2"
784,0.82633178990542921,"sense and sensibility, by jane austen_chapter_29","emma, by jane austen_chapter_2"
747,0.75203162120719669,"emma, by jane austen_chapter_36","emma, by jane austen_chapter_2"
783,0.810653088856889,"emma, by jane austen_chapter_47","emma, by jane austen_chapter_2"
713,0.75032347278093081,"sense and sensibility, by jane austen_chapter_11","emma, by jane austen_chapter_2"
780,0.80228601055196691,"emma, by jane austen_chapter_49","emma, by jane austen_chapter_2"
710,0.70429778474852578,"emma, by jane austen_chapter_55","emma, by jane austen_chapter_2"
721,0.73908427166485935,"sense and sensibility, by jane austen_chapter_25","emma, by jane austen_chapter_2"
789,0.81844684291220449,"sense and sensibility, by jane austen_chapter_49","emma, by jane austen_chapter_2"
754,0.758382401354885,"emma, by jane austen_chapter_51","emma, by jane austen_chapter_2"
690,0.72611191490852978,"pride and prejudice, by jane austen_chapter_30","emma, by jane austen_chapter_2"
778,0.789025020003755,"emma, by jane austen_chapter_20","emma, by jane austen_chapter_2"
753,0.75537053901046358,"emma, by jane austen_chapter_45","emma, by jane austen_chapter_2"
677,0.68857459285177447,"pride and prejudice, by jane austen_chapter_12","emma, by jane austen_chapter_2"
775,0.807672281363314,"pride and prejudice, by jane austen_chapter_34","emma, by jane austen_chapter_2"
714,0.7112608426308149,"pride and prejudice, by jane austen_chapter_24","emma, by jane austen_chapter_2"
788,0.8121021824518484,"pride and prejudice, by jane austen_chapter_50","emma, by jane austen_chapter_2"
734,0.750514806412687,"emma, by jane austen_chapter_35","emma, by jane austen_chapter_2"
731,0.77293788742089609,"pride and prejudice, by jane austen_chapter_11","emma, by jane austen_chapter_2"
718,0.74815408759144031,"pride and prejudice, by jane austen_chapter_14","emma, by jane austen_chapter_2"
682,0.69654853445907317,"pride and prejudice, by jane austen_chapter_38","emma, by jane austen_chapter_2"
687,0.682858819632913,"sense and sensibility, by jane austen_chapter_5","emma, by jane austen_chapter_2"
753,0.79260715162501694,"sense and sensibility, by jane austen_chapter_40","emma, by jane austen_chapter_2"
764,0.8165454263368298,"sense and sensibility, by jane austen_chapter_27","emma, by jane austen_chapter_2"
795,0.83623988503276014,"pride and prejudice, by jane austen_chapter_43","emma, by jane austen_chapter_2"
718,0.75342188497286733,"pride and prejudice, by jane austen_chapter_45","emma, by jane austen_chapter_2"
744,0.76616390952774294,"emma, by jane austen_chapter_39","emma, by jane austen_chapter_2"
768,0.80449022152678051,"pride and prejudice, by jane austen_chapter_46","emma, by jane austen_chapter_2"
708,0.73725780783433181,"pride and prejudice, by jane austen_chapter_60","emma, by jane austen_chapter_2"
780,0.81896696670848457,"sense and sensibility, by jane austen_chapter_33","emma, by jane austen_chapter_2"
727,0.76745434464277973,"pride and prejudice, by jane austen_chapter_15","emma, by jane austen_chapter_2"
725,0.7419093595774533,"pride and prejudice, by jane austen_chapter_21","emma, by jane austen_chapter_2"
772,0.79508936862593982,"pride and prejudice, by jane austen_chapter_52","emma, by jane austen_chapter_2"
688,0.6816875321121767,"emma, by jane austen_chapter_37","emma, by jane austen_chapter_2"
724,0.76637393765652928,"sense and sensibility, by jane austen_chapter_4","emma, by jane austen_chapter_2"
726,0.74795657747559008,"sense and sensibility, by jane austen_chapter_17","emma, by jane austen_chapter_2"
743,0.78574286077485678,"sense and sensibility, by jane austen_chapter_19","emma, by jane austen_chapter_2"
777,0.8093453328858059,"sense and sensibility, by jane austen_chapter_30","emma, by jane austen_chapter_2"
777,0.79784650351448028,"sense and sensibility, by jane austen_chapter_10","emma, by jane austen_chapter_2"
721,0.74196446444136421,"pride and prejudice, by jane austen_chapter_23","emma, by jane austen_chapter_2"
744,0.733512609559417,"emma, by jane austen_chapter_1","emma, by jane austen_chapter_2"
733,0.75440091059294578,"emma, by jane austen_chapter_22","emma, by jane austen_chapter_2"
753,0.78191179025920388,"pride and prejudice, by jane austen_chapter_53","emma, by jane austen_chapter_2"
674,0.68999260805734264,"pride and prejudice, by jane austen_chapter_1","emma, by jane austen_chapter_2"
765,0.79735066592985382,"pride and prejudice, by jane austen_chapter_8","emma, by jane austen_chapter_2"
808,0.83620809958283948,"emma, by jane austen_chapter_26","emma, by jane austen_chapter_2"
756,0.80415338777994994,"sense and sensibility, by jane austen_chapter_15","emma, by jane austen_chapter_2"
777,0.78608237566217321,"emma, by jane austen_chapter_43","emma, by jane austen_chapter_2"
753,0.79275168087066283,"pride and prejudice, by jane austen_chapter_29","emma, by jane austen_chapter_2"
728,0.77350150611001189,"pride and prejudice, by jane austen_chapter_28","emma, by jane austen_chapter_2"
758,0.78347235728206321,"pride and prejudice, by jane austen_chapter_56","emma, by jane austen_chapter_2"
715,0.72866833951087817,"sense and sensibility, by jane austen_chapter_3","emma, by jane austen_chapter_2"
789,0.83878706293561212,"pride and prejudice, by jane austen_chapter_47","emma, by jane austen_chapter_2"
725,0.739372801106193,"emma, by jane austen_chapter_40","emma, by jane austen_chapter_2"
751,0.79075019469140528,"sense and sensibility, by jane austen_chapter_34","emma, by jane austen_chapter_2"
787,0.81689953228331647,"pride and prejudice, by jane austen_chapter_41","emma, by jane austen_chapter_2"
695,0.6849365401110491,"sense and sensibility, by jane austen_chapter_2","emma, by jane austen_chapter_2"
766,0.80386886889904019,"emma, by jane austen_chapter_54","emma, by jane austen_chapter_2"
763,0.79792675701348859,"sense and sensibility, by jane austen_chapter_32","emma, by jane austen_chapter_2"
733,0.75023957097050931,"pride and prejudice, by jane austen_chapter_7","emma, by jane austen_chapter_2"
753,0.7994522700358786,"sense and sensibility, by jane austen_chapter_16","emma, by jane austen_chapter_2"
779,0.80844095145735462,"emma, by jane austen_chapter_34","emma, by jane austen_chapter_2"
733,0.72690251491110613,"emma, by jane austen_chapter_25","emma, by jane austen_chapter_2"
780,0.82429335328016762,"sense and sensibility, by jane austen_chapter_23","emma, by jane austen_chapter_2"
754,0.77421743799140619,"emma, by jane austen_chapter_13","emma, by jane austen_chapter_2"
729,0.74878069681811754,"emma, by jane austen_chapter_7","emma, by jane austen_chapter_2"
730,0.73112587843422017,"emma, by jane austen_chapter_14","emma, by jane austen_chapter_2"
715,0.74839799669575369,"sense and sensibility, by jane austen_chapter_6","emma, by jane austen_chapter_2"
693,0.69118522087711265,"pride and prejudice, by jane austen_chapter_61","emma, by jane austen_chapter_2"
733,0.7337634243482688,"emma, by jane austen_chapter_31","emma, by jane austen_chapter_2"
798,0.828187394768317,"sense and sensibility, by jane austen_chapter_43","emma, by jane austen_chapter_2"
798,0.84806685979437035,"sense and sensibility, by jane austen_chapter_37","emma, by jane austen_chapter_2"
500,0,"emma, by jane austen_chapter_2","emma, by jane austen_chapter_2"
720,0.73461716685436773,"pride and prejudice, by jane austen_chapter_22","emma, by jane austen_chapter_2"
763,0.78873239049929877,"emma, by jane austen_chapter_41","emma, by jane austen_chapter_2"
704,0.74136663967692473,"pride and prejudice, by jane austen_chapter_3","emma, by jane austen_chapter_2"
797,0.83188228180378965,"sense and sensibility, by jane austen_chapter_42","emma, by jane austen_chapter_2"
745,0.78917675868427073,"sense and sensibility, by jane austen_chapter_39","emma, by jane austen_chapter_2"
766,0.78953317177718274,"emma, by jane austen_chapter_46","emma, by jane austen_chapter_2"
754,0.75722519208679773,"pride and prejudice, by jane austen_chapter_42","emma, by jane austen_chapter_2"
750,0.76903089768180388,"emma, by jane austen_chapter_53","emma, by jane austen_chapter_2"
811,0.85188359550105286,"sense and sensibility, by jane austen_chapter_46","emma, by jane austen_chapter_2"
696,0.71709455980953474,"sense and sensibility, by jane austen_chapter_7","emma, by jane austen_chapter_2"
761,0.7791025230648464,"emma, by jane austen_chapter_27","emma, by jane austen_chapter_2"
814,0.87677140087172933,"pride and prejudice, by jane austen_chapter_18","emma, by jane austen_chapter_2"
728,0.769403369199187,"sense and sensibility, by jane austen_chapter_18","emma, by jane austen_chapter_2"
780,0.81255624497267809,"emma, by jane austen_chapter_52","emma, by jane austen_chapter_2"
757,0.78708519736807336,"sense and sensibility, by jane austen_chapter_41","emma, by jane austen_chapter_2"
